image_id,class,xmin,ymin,xmax,ymax
Image16,SubmenuItem,4,552,203,591
Image16,SubmenuItem,4,600,203,640
Image16,MenuItem,4,651,192,691
Image16,MenuItem,8,751,197,791
Image16,MenuItem,6,806,195,846
Image16,SubmenuItem,6,700,206,740
Image16,Menu,0,57,248,939
Image16,Icon,1330,390,1347,419
Image16,Icon,458,392,476,421
Image16,Icon,631,390,649,419
Image16,Icon,820,390,838,419
Image16,Icon,1700,778,1731,811
Image16,Icon,1802,775,1826,809
Image16,Icon,1662,778,1696,811
Image16,Icon,1618,334,1653,365
Image16,Icon,303,385,345,425
Image16,Icon,365,66,396,101
Image16,Icon,261,68,292,101
Image16,Icon,507,70,543,101
Image16,Icon,1875,68,1908,99
Image16,Icon,1798,66,1829,101
Image16,Icon,259,115,290,150
Image16,Icon,627,68,660,104
Image16,Icon,738,66,769,101
Image16,Icon,312,68,345,99
Image16,Icon,904,68,937,99
Image16,TextLabel,292,117,640,146
Image16,TextLabel,281,172,376,199
Image16,TextLabel,341,203,407,232
Image16,TextLabel,1454,181,1509,226
Image16,TextLabel,1529,177,1614,226
Image16,TextLabel,1633,175,1755,223
Image16,TextLabel,1775,172,1882,228
Image16,NavigationItem,272,248,463,288
Image16,NavigationItem,478,248,662,288
Image16,NavigationItem,671,248,753,288
Image16,NavigationItem,769,248,1006,288
Image16,SectionTitle,283,334,507,368
Image16,NavigationMenu,250,241,1919,297
Image16,Button,412,62,496,110
Image16,Button,501,62,607,108
Image16,Button,620,62,722,108
Image16,Button,731,62,902,108
Image16,Button,1791,64,1880,108
Image16,VerticalMenu,250,57,1920,113
Image16,Icon,416,70,450,101
Image16,TextLabel,1735,780,1793,811
Image16,Button,1609,328,1849,372
Image16,DropdownItem,359,387,483,423
Image16,DropdownItem,549,387,656,423
Image16,DropdownItem,689,387,844,423
Image16,DropdownItem,1254,387,1352,423
Image16,TextLabel,359,443,489,478
Image16,TextLabel,359,494,489,529
Image16,TextLabel,359,547,489,583
Image16,TextLabel,359,600,489,636
Image16,TextLabel,359,651,489,687
Image16,TextLabel,356,705,487,740
Image16,TextLabel,549,443,609,478
Image16,TextLabel,549,494,609,529
Image16,TextLabel,549,547,609,583
Image16,TextLabel,549,600,609,636
Image16,TextLabel,549,651,609,687
Image16,TextLabel,547,702,607,738
Image16,TextLabel,689,443,804,478
Image16,TextLabel,689,496,804,532
Image16,TextLabel,689,547,804,583
Image16,TextLabel,691,600,807,636
Image16,TextLabel,691,651,807,687
Image16,TextLabel,689,707,804,742
Image16,TextLabel,319,782,392,811
Image16,TableHeader,270,379,1880,432
Image16,Row,270,432,1882,483
Image16,Row,270,483,1882,534
Image16,Row,270,534,1882,587
Image16,Row,270,587,1882,640
Image16,Row,270,640,1882,691
Image16,Row,270,691,1882,747
Image16,WorkingArea,250,113,1919,937
Image17,Icon,13,13,44,44
Image17,Icon,1693,11,1724,46
Image17,Icon,1631,15,1665,46
Image17,Icon,1751,15,1786,46
Image17,Icon,1866,6,1913,55
Image17,Icon,1811,15,1844,46
Image17,Icon,545,15,578,46
Image17,TextLabel,66,17,199,48
Image17,TextLabel,232,17,279,46
Image17,InputField,540,11,1121,50
Image17,TitleBar,0,0,1917,57
Image17,Icon,13,68,42,101
Image17,Icon,13,117,39,148
Image17,Icon,13,161,42,195
Image17,Icon,13,206,37,237
Image17,Icon,13,554,39,591
Image17,Icon,8,600,42,640
Image17,Icon,13,700,42,738
Image17,Icon,11,509,42,549
Image17,Icon,11,470,42,503
Image17,Icon,203,161,237,192
Image17,Icon,203,252,237,283
Image17,Icon,203,203,237,235
Image17,Icon,206,310,239,341
Image17,Icon,206,365,239,396
Image17,Icon,206,753,239,784
Image17,Icon,203,809,237,840
Image17,Icon,203,423,237,454
Image17,Icon,206,654,239,685
Image17,MenuItem,6,113,195,152
Image17,MenuItem,6,157,195,197
Image17,MenuItem,6,201,195,241
Image17,MenuItem,6,252,195,292
Image17,MenuItem,6,308,195,348
Image17,MenuItem,4,363,192,403
Image17,MenuItem,2,416,190,456
Image17,SubmenuItem,4,467,203,507
Image17,SubmenuItem,4,509,203,549
Image17,SubmenuItem,4,552,203,591
Image17,SubmenuItem,4,600,203,640
Image17,MenuItem,4,651,192,691
Image17,MenuItem,8,751,197,791
Image17,MenuItem,6,806,195,846
Image17,SubmenuItem,6,700,206,740
Image17,Menu,0,57,248,939
Image17,Icon,1846,93,1880,124
Image17,Icon,303,308,374,368
Image17,Icon,303,383,374,443
Image17,Icon,303,456,374,516
Image17,Icon,301,532,372,591
Image17,Icon,301,603,372,662
Image17,Icon,299,678,370,738
Image17,Icon,303,751,374,811
Image17,Icon,1390,90,1418,128
Image17,Icon,1556,893,1587,926
Image17,Icon,1804,893,1829,926
Image17,Icon,1512,891,1545,924
Image17,Icon,1842,891,1873,924
Image17,Icon,603,237,627,268
Image17,Icon,722,235,747,266
Image17,Icon,844,235,869,266
Image17,SectionTitle,286,88,498,128
Image17,Button,1385,86,1478,133
Image17,InputField,1505,90,1844,128
Image17,TextLabel,288,166,421,206
Image17,TextLabel,281,893,572,926
Image17,TextLabel,1594,893,1793,924
Image17,DropdownItem,374,226,494,277
Image17,DropdownItem,567,226,634,277
Image17,DropdownItem,671,226,751,277
Image17,DropdownItem,771,226,875,277
Image17,DropdownItem,895,226,988,277
Image17,DropdownItem,1017,226,1097,277
Image17,DropdownItem,1144,226,1272,277
Image17,DropdownItem,1305,226,1405,277
Image17,DropdownItem,1496,226,1647,277
Image17,DropdownItem,1656,226,1764,277
Image17,TextLabel,436,170,647,201
Image17,TableHeader,288,217,1875,288
Image17,TextLabel,381,325,470,359
Image17,TextLabel,383,401,472,434
Image17,TextLabel,381,474,489,507
Image17,TextLabel,381,547,487,580
Image17,TextLabel,383,620,512,654
Image17,TextLabel,383,682,483,716
Image17,TextLabel,383,767,476,800
Image17,TextLabel,565,323,609,356
Image17,TextLabel,565,399,609,432
Image17,TextLabel,565,472,609,505
Image17,TextLabel,565,545,609,578
Image17,TextLabel,567,618,611,651
Image17,TextLabel,565,693,609,727
Image17,TextLabel,567,767,611,800
Image17,TextLabel,665,325,702,359
Image17,TextLabel,667,399,705,432
Image17,TextLabel,665,474,702,507
Image17,TextLabel,667,545,705,578
Image17,TextLabel,667,616,705,649
Image17,TextLabel,665,691,702,724
Image17,TextLabel,665,767,702,800
Image17,TextLabel,769,323,820,356
Image17,TextLabel,769,399,820,432
Image17,TextLabel,769,472,820,505
Image17,TextLabel,769,545,820,578
Image17,TextLabel,769,618,820,651
Image17,TextLabel,767,693,818,727
Image17,TextLabel,769,764,820,798
Image17,TextLabel,889,325,920,359
Image17,TextLabel,889,399,920,432
Image17,TextLabel,889,472,920,505
Image17,TextLabel,889,547,920,580
Image17,TextLabel,889,620,920,654
Image17,TextLabel,889,693,920,727
Image17,TextLabel,889,764,920,798
Image17,TextLabel,1013,325,1044,359
Image17,TextLabel,1137,323,1168,356
Image17,TextLabel,1301,323,1332,356
Image17,TextLabel,1489,323,1520,356
Image17,TextLabel,1013,401,1044,434
Image17,TextLabel,1137,399,1168,432
Image17,TextLabel,1299,399,1330,432
Image17,TextLabel,1487,399,1518,432
Image17,TextLabel,1015,472,1046,505
Image17,TextLabel,1013,545,1044,578
Image17,TextLabel,1013,620,1044,654
Image17,TextLabel,1015,696,1046,729
Image17,TextLabel,1015,767,1046,800
Image17,TextLabel,1139,472,1170,505
Image17,TextLabel,1301,474,1332,507
Image17,TextLabel,1489,474,1520,507
Image17,TextLabel,1139,549,1170,583
Image17,TextLabel,1301,547,1332,580
Image17,TextLabel,1489,547,1520,580
Image17,TextLabel,1139,618,1170,651
Image17,TextLabel,1301,620,1332,654
Image17,TextLabel,1489,620,1520,654
Image17,TextLabel,1137,693,1168,727
Image17,TextLabel,1139,767,1170,800
Image17,TextLabel,1301,693,1332,727
Image17,TextLabel,1301,764,1332,798
Image17,TextLabel,1487,693,1518,727
Image17,TextLabel,1487,767,1518,800
Image17,TextLabel,1651,323,1760,356
Image17,TextLabel,1653,399,1811,432
Image17,TextLabel,1653,472,1762,505
Image17,TextLabel,1651,547,1760,580
Image17,TextLabel,1653,620,1762,654
Image17,TextLabel,1653,691,1762,724
Image17,TextLabel,1653,764,1811,798
Image17,Row,290,305,1877,376
Image17,Row,290,376,1877,450
Image17,Row,290,450,1877,520
Image17,Row,290,520,1877,596
Image17,Row,290,596,1877,671
Image17,Row,290,671,1877,742
Image17,Row,290,742,1877,822
Image17,WorkingArea,248,57,1920,940
Image18,Icon,13,13,44,44
Image18,Icon,1693,11,1724,46
Image18,Icon,1631,15,1665,46
Image18,Icon,1751,15,1786,46
Image18,Icon,1866,6,1913,55
Image18,Icon,1811,15,1844,46
Image18,Icon,545,15,578,46
Image18,TextLabel,66,17,199,48
Image18,TextLabel,232,17,279,46
Image18,InputField,540,11,1121,50
Image18,TitleBar,0,0,1917,57
Image18,Icon,13,68,42,101
Image18,Icon,13,117,39,148
Image18,Icon,13,161,42,195
Image18,Icon,13,206,37,237
Image18,Icon,11,527,39,565
Image18,Icon,203,159,237,190
Image18,Icon,203,206,237,237
Image18,Icon,203,252,237,283
Image18,Icon,203,308,237,339
Image18,Icon,203,365,237,396
Image18,Icon,203,421,237,452
Image18,Icon,203,576,237,607
Image18,Icon,206,636,239,667
Image18,Icon,206,478,239,509
Image18,MenuItem,6,113,195,152
Image18,MenuItem,6,157,195,197
Image18,MenuItem,6,201,195,241
Image18,MenuItem,6,252,195,292
Image18,SubmenuItem,0,525,199,565
Image18,MenuItem,6,305,195,345
Image18,MenuItem,6,363,195,403
Image18,MenuItem,6,419,195,458
Image18,MenuItem,6,476,195,516
Image18,MenuItem,6,576,195,616
Image18,MenuItem,6,629,195,669
Image18,Menu,0,57,248,939
Image18,Icon,365,66,396,101
Image18,Icon,261,68,292,101
Image18,Icon,456,68,492,99
Image18,Icon,1875,68,1908,99
Image18,Icon,1798,66,1829,101
Image18,Icon,259,115,290,150
Image18,Icon,569,64,603,99
Image18,Icon,685,66,716,101
Image18,Icon,312,68,345,99
Image18,Icon,851,66,884,97
Image18,Icon,1008,461,1042,494
Image18,TextLabel,292,117,640,146
Image18,TextLabel,281,172,354,199
Image18,TextLabel,341,203,407,232
Image18,TextLabel,1454,181,1509,226
Image18,TextLabel,1529,177,1614,226
Image18,TextLabel,1633,175,1758,223
Image18,TextLabel,1775,172,1882,228
Image18,TextLabel,312,394,454,423
Image18,TextLabel,310,461,478,494
Image18,TextLabel,312,525,438,549
Image18,TextLabel,521,399,554,416
Image18,TextLabel,521,532,554,549
Image18,TextLabel,523,470,556,487
Image18,TextLabel,1095,390,1277,423
Image18,TextLabel,1359,392,1392,419
Image18,NavigationItem,272,248,463,288
Image18,NavigationItem,478,248,662,288
Image18,NavigationItem,671,248,753,288
Image18,NavigationItem,769,248,1006,288
Image18,SectionTitle,283,321,445,354
Image18,NavigationMenu,250,241,1919,297
Image18,Button,356,62,441,110
Image18,Button,450,62,556,108
Image18,Button,563,62,665,108
Image18,Button,678,62,849,108
Image18,Button,1791,64,1880,108
Image18,VerticalMenu,250,57,1920,113
Image18,WorkingArea,250,113,1920,939
Image18,Row,270,372,1877,438
Image18,Row,270,438,1877,512
Image18,Row,270,512,1877,567
Image19,Icon,13,13,44,44
Image19,Icon,1693,11,1724,46
Image19,Icon,1631,15,1665,46
Image19,Icon,1751,15,1786,46
Image19,Icon,1866,6,1913,55
Image19,Icon,1811,15,1844,46
Image19,Icon,545,15,578,46
Image19,TextLabel,66,17,199,48
Image19,TextLabel,232,17,279,46
Image19,InputField,540,11,1121,50
Image19,TitleBar,0,0,1917,57
Image19,Icon,13,68,42,101
Image19,Icon,13,117,39,148
Image19,Icon,13,161,42,195
Image19,Icon,13,206,37,237
Image19,Icon,11,527,39,565
Image19,Icon,203,159,237,190
Image19,Icon,203,206,237,237
Image19,Icon,203,252,237,283
Image19,Icon,203,308,237,339
Image19,Icon,203,365,237,396
Image19,Icon,203,421,237,452
Image19,Icon,203,576,237,607
Image19,Icon,206,636,239,667
Image19,Icon,206,478,239,509
Image19,MenuItem,6,113,195,152
Image19,MenuItem,6,157,195,197
Image19,MenuItem,6,201,195,241
Image19,MenuItem,6,252,195,292
Image19,SubmenuItem,0,525,199,565
Image19,MenuItem,6,305,195,345
Image19,MenuItem,6,363,195,403
Image19,MenuItem,6,419,195,458
Image19,MenuItem,6,476,195,516
Image19,MenuItem,6,576,195,616
Image19,MenuItem,6,629,195,669
Image19,Menu,0,57,248,939
Image19,Icon,1330,390,1347,419
Image19,Icon,458,392,476,421
Image19,Icon,631,390,649,419
Image19,Icon,820,390,838,419
Image19,Icon,1700,778,1731,811
Image19,Icon,1802,775,1826,809
Image19,Icon,1662,778,1696,811
Image19,Icon,1618,334,1653,365
Image19,Icon,303,385,345,425
Image19,Icon,365,66,396,101
Image19,Icon,261,68,292,101
Image19,Icon,456,70,492,101
Image19,Icon,1875,68,1908,99
Image19,Icon,1798,66,1829,101
Image19,Icon,259,115,290,150
Image19,Icon,569,68,603,104
Image19,Icon,685,66,716,101
Image19,Icon,312,68,345,99
Image19,Icon,853,68,886,99
Image19,TextLabel,292,117,640,146
Image19,TextLabel,281,172,354,199
Image19,TextLabel,341,203,407,232
Image19,TextLabel,1454,181,1509,226
Image19,TextLabel,1529,177,1614,226
Image19,TextLabel,1633,175,1755,223
Image19,TextLabel,1775,172,1882,228
Image19,NavigationItem,272,248,463,288
Image19,NavigationItem,478,248,662,288
Image19,NavigationItem,671,248,753,288
Image19,NavigationItem,769,248,1006,288
Image19,SectionTitle,283,334,507,368
Image19,NavigationMenu,250,241,1919,297
Image19,Button,359,62,443,110
Image19,Button,450,64,556,110
Image19,Button,565,62,667,108
Image19,Button,678,62,849,108
Image19,Button,1791,64,1880,108
Image19,VerticalMenu,250,59,1920,115
Image19,TextLabel,1735,780,1793,811
Image19,Button,1609,328,1849,372
Image19,DropdownItem,359,387,483,423
Image19,DropdownItem,549,387,656,423
Image19,DropdownItem,689,387,844,423
Image19,DropdownItem,1254,387,1352,423
Image19,TextLabel,359,443,489,478
Image19,TextLabel,359,494,489,529
Image19,TextLabel,359,547,489,583
Image19,TextLabel,359,600,489,636
Image19,TextLabel,359,651,489,687
Image19,TextLabel,356,705,487,740
Image19,TextLabel,549,443,609,478
Image19,TextLabel,549,494,609,529
Image19,TextLabel,549,547,609,583
Image19,TextLabel,549,600,609,636
Image19,TextLabel,549,651,609,687
Image19,TextLabel,547,702,607,738
Image19,TextLabel,689,443,804,478
Image19,TextLabel,689,496,804,532
Image19,TextLabel,689,547,804,583
Image19,TextLabel,691,600,807,636
Image19,TextLabel,691,651,807,687
Image19,TextLabel,689,707,804,742
Image19,TextLabel,319,782,392,811
Image19,TableHeader,270,379,1880,432
Image19,Row,270,432,1882,483
Image19,Row,270,483,1882,534
Image19,Row,270,534,1882,587
Image19,Row,270,587,1882,640
Image19,Row,270,640,1882,691
Image19,Row,270,691,1882,747
Image19,WorkingArea,250,113,1919,937
Image20,Icon,13,13,44,44
Image20,Icon,1693,11,1724,46
Image20,Icon,1631,15,1665,46
Image20,Icon,1751,15,1786,46
Image20,Icon,1866,6,1913,55
Image20,Icon,1811,15,1844,46
Image20,Icon,545,15,578,46
Image20,TextLabel,66,17,199,48
Image20,TextLabel,232,17,279,46
Image20,InputField,540,11,1121,50
Image20,TitleBar,0,0,1917,57
Image20,Icon,13,68,42,101
Image20,Icon,13,117,39,148
Image20,Icon,13,161,42,195
Image20,Icon,13,206,37,237
Image20,Icon,11,527,39,565
Image20,Icon,203,159,237,190
Image20,Icon,203,206,237,237
Image20,Icon,203,252,237,283
Image20,Icon,203,308,237,339
Image20,Icon,203,365,237,396
Image20,Icon,203,421,237,452
Image20,Icon,203,576,237,607
Image20,Icon,206,636,239,667
Image20,Icon,206,478,239,509
Image20,MenuItem,6,113,195,152
Image20,MenuItem,6,157,195,197
Image20,MenuItem,6,201,195,241
Image20,MenuItem,6,252,195,292
Image20,SubmenuItem,0,525,199,565
Image20,MenuItem,6,305,195,345
Image20,MenuItem,6,363,195,403
Image20,MenuItem,6,419,195,458
Image20,MenuItem,6,476,195,516
Image20,MenuItem,6,576,195,616
Image20,MenuItem,6,629,195,669
Image20,Menu,0,57,248,939
Image20,Icon,419,66,450,101
Image20,Icon,261,68,292,101
Image20,Icon,507,70,543,101
Image20,Icon,1875,68,1908,99
Image20,Icon,521,587,549,614
Image20,Icon,518,784,552,815
Image20,Icon,1820,826,1853,860
Image20,Icon,1820,895,1853,928
Image20,Icon,1798,66,1829,101
Image20,Icon,259,115,290,150
Image20,Icon,623,66,656,101
Image20,Icon,736,66,767,101
Image20,Icon,904,68,937,99
Image20,Icon,363,68,396,99
Image20,Icon,310,66,345,106
Image20,Icon,272,166,332,232
Image20,TextLabel,292,117,640,146
Image20,TextLabel,341,168,485,232
Image20,TextLabel,1487,177,1571,226
Image20,TextLabel,1587,177,1698,226
Image20,TextLabel,1753,172,1860,228
Image20,TextLabel,1412,181,1467,226
Image20,NavigationItem,272,248,463,288
Image20,NavigationItem,478,248,662,288
Image20,NavigationItem,671,248,753,288
Image20,NavigationItem,769,248,1006,288
Image20,NavigationMenu,250,241,1919,297
Image20,Button,412,62,496,110
Image20,Button,503,62,609,110
Image20,Button,616,62,720,108
Image20,Button,731,62,900,108
Image20,Button,1791,62,1877,108
Image20,VerticalMenu,248,57,1919,110
Image20,SectionTitle,286,319,470,359
Image20,SectionTitle,1097,317,1281,356
Image20,TextLabel,308,394,407,430
Image20,TextLabel,308,454,430,489
Image20,TextLabel,308,518,403,554
Image20,TextLabel,308,583,394,618
Image20,TextLabel,308,649,407,685
Image20,TextLabel,308,720,456,755
Image20,TextLabel,308,782,399,818
Image20,TextLabel,308,844,379,880
Image20,TextLabel,308,906,403,942
Image20,TextLabel,514,396,642,432
Image20,TextLabel,514,461,558,496
Image20,TextLabel,514,525,616,560
Image20,TextLabel,552,587,603,622
Image20,TextLabel,514,654,558,689
Image20,TextLabel,514,724,558,760
Image20,TextLabel,552,782,600,818
Image20,TextLabel,514,851,558,886
Image20,TextLabel,514,911,558,946
Image20,TextLabel,1117,394,1217,430
Image20,TextLabel,1117,456,1277,492
Image20,TextLabel,1117,516,1283,552
Image20,TextLabel,1117,578,1319,614
Image20,TextLabel,1117,638,1257,673
Image20,TextLabel,1117,705,1279,740
Image20,TextLabel,1117,762,1265,798
Image20,TextLabel,1117,831,1234,866
Image20,TextLabel,1117,895,1246,931
Image20,TextLabel,1330,396,1594,432
Image20,TextLabel,1330,461,1432,496
Image20,TextLabel,1330,523,1398,558
Image20,TextLabel,1330,580,1476,616
Image20,TextLabel,1330,645,1465,680
Image20,TextLabel,1330,707,1465,742
Image20,TextLabel,1330,769,1416,804
Image20,TextLabel,1330,829,1438,864
Image20,TextLabel,1332,897,1376,933
Image20,Row,272,372,1064,441
Image20,Row,272,441,1064,509
Image20,Row,272,509,1064,567
Image20,Row,272,567,1064,629
Image20,Row,272,629,1064,698
Image20,Row,272,698,1064,767
Image20,Row,272,767,1064,835
Image20,Row,272,835,1064,895
Image20,Row,272,895,1064,940
Image20,Row,1081,372,1880,441
Image20,Row,1081,441,1880,498
Image20,Row,1081,498,1880,560
Image20,Row,1081,560,1880,622
Image20,Row,1081,622,1880,685
Image20,Row,1081,685,1880,747
Image20,Row,1081,747,1880,815
Image20,Row,1081,815,1880,877
Image20,Row,1081,877,1880,939
Image20,WorkingArea,248,110,1920,940
Image21,Icon,13,13,44,44
Image21,Icon,1693,11,1724,46
Image21,Icon,1631,15,1665,46
Image21,Icon,1751,15,1786,46
Image21,Icon,1866,6,1913,55
Image21,Icon,1811,15,1844,46
Image21,Icon,545,15,578,46
Image21,TextLabel,66,17,199,48
Image21,TextLabel,232,17,279,46
Image21,InputField,540,11,1121,50
Image21,TitleBar,0,0,1917,57
Image21,Icon,13,68,42,101
Image21,Icon,13,117,39,148
Image21,Icon,13,161,42,195
Image21,Icon,13,206,37,237
Image21,Icon,11,527,39,565
Image21,Icon,203,159,237,190
Image21,Icon,203,206,237,237
Image21,Icon,203,252,237,283
Image21,Icon,203,308,237,339
Image21,Icon,203,365,237,396
Image21,Icon,203,421,237,452
Image21,Icon,203,576,237,607
Image21,Icon,206,636,239,667
Image21,Icon,206,478,239,509
Image21,MenuItem,6,113,195,152
Image21,MenuItem,6,157,195,197
Image21,MenuItem,6,201,195,241
Image21,MenuItem,6,252,195,292
Image21,SubmenuItem,0,525,199,565
Image21,MenuItem,6,305,195,345
Image21,MenuItem,6,363,195,403
Image21,MenuItem,6,419,195,458
Image21,MenuItem,6,476,195,516
Image21,MenuItem,6,576,195,616
Image21,MenuItem,6,629,195,669
Image21,Menu,0,57,248,939
Image21,Icon,419,66,450,101
Image21,Icon,261,68,292,101
Image21,Icon,507,70,543,101
Image21,Icon,1875,68,1908,99
Image21,Icon,1798,66,1829,101
Image21,Icon,259,115,290,150
Image21,Icon,623,66,656,101
Image21,Icon,736,66,767,101
Image21,Icon,904,68,937,99
Image21,Icon,363,68,396,99
Image21,Icon,310,66,345,106
Image21,TextLabel,292,117,640,146
Image21,TextLabel,341,170,423,232
Image21,TextLabel,1483,177,1567,226
Image21,TextLabel,1587,177,1709,226
Image21,TextLabel,1751,172,1857,228
Image21,TextLabel,1412,181,1467,226
Image21,NavigationItem,272,248,463,288
Image21,NavigationItem,478,248,662,288
Image21,NavigationItem,671,248,753,288
Image21,NavigationItem,769,248,1006,288
Image21,NavigationMenu,250,241,1919,297
Image21,Button,412,62,496,110
Image21,Button,503,62,609,110
Image21,Button,616,62,720,108
Image21,Button,731,62,900,108
Image21,Button,1791,62,1877,108
Image21,VerticalMenu,248,57,1919,110
Image21,SectionTitle,281,328,350,365
Image21,SectionTitle,281,689,387,727
Image21,SectionTitle,281,853,414,891
Image21,TextLabel,1121,297,1316,352
Image21,TextLabel,1121,374,1288,410
Image21,TextLabel,1121,432,1316,487
Image21,TextLabel,1121,587,1221,622
Image21,TextLabel,1121,649,1257,685
Image21,TextLabel,1121,713,1212,749
Image21,TextLabel,1121,782,1248,818
Image21,TextLabel,1121,846,1250,882
Image21,TextLabel,1334,310,1379,345
Image21,TextLabel,1334,379,1379,414
Image21,TextLabel,1334,443,1379,478
Image21,TextLabel,1363,525,1525,560
Image21,TextLabel,1370,651,1669,687
Image21,TextLabel,1334,594,1379,629
Image21,TextLabel,1367,718,1485,753
Image21,TextLabel,1363,780,1452,815
Image21,Row,1081,297,1877,361
Image21,Row,1081,425,1877,498
Image21,Row,1081,498,1877,571
Image21,Row,1081,571,1877,634
Image21,Row,1081,634,1877,696
Image21,Row,1081,696,1877,764
Image21,Row,1081,764,1877,826
Image21,Row,1081,826,1877,889
Image21,Icon,1336,525,1365,552
Image21,Icon,1336,654,1370,685
Image21,Icon,1336,720,1370,751
Image21,Icon,1341,778,1370,815
Image21,Icon,1336,844,1365,882
Image21,Icon,1818,303,1851,336
Image21,Icon,1820,441,1853,474
Image21,TextLabel,1365,846,1467,882
Image21,Row,1081,361,1877,425
Image21,TextLabel,1121,520,1254,556
Image21,TextLabel,305,403,394,438
Image21,TextLabel,305,461,410,496
Image21,TextLabel,305,532,445,567
Image21,TextLabel,305,598,474,634
Image21,TextLabel,512,407,556,441
Image21,TextLabel,509,472,554,505
Image21,TextLabel,521,540,565,574
Image21,TextLabel,521,605,563,645
Image21,TextLabel,314,758,361,793
Image21,Row,266,387,1061,450
Image21,Row,266,450,1061,512
Image21,Row,266,512,1061,587
Image21,Row,266,587,1061,662
Image21,Row,268,742,1064,804
Image21,Icon,272,166,332,232
Image21,TextLabel,1121,904,1250,940
Image21,TextLabel,1361,913,1487,939
Image21,Icon,1334,911,1363,940
Image21,Row,1081,889,1877,940
Image21,WorkingArea,248,110,1920,940
Image22,Icon,13,13,44,44
Image22,Icon,1693,11,1724,46
Image22,Icon,1631,15,1665,46
Image22,Icon,1751,15,1786,46
Image22,Icon,1866,6,1913,55
Image22,Icon,1811,15,1844,46
Image22,Icon,545,15,578,46
Image22,TextLabel,66,17,199,48
Image22,TextLabel,232,17,279,46
Image22,InputField,540,11,1121,50
Image22,TitleBar,0,0,1917,57
Image22,Icon,13,68,42,101
Image22,Icon,13,117,39,148
Image22,Icon,13,161,42,195
Image22,Icon,13,206,37,237
Image22,Icon,11,527,39,565
Image22,Icon,203,159,237,190
Image22,Icon,203,206,237,237
Image22,Icon,203,252,237,283
Image22,Icon,203,308,237,339
Image22,Icon,203,365,237,396
Image22,Icon,203,421,237,452
Image22,Icon,203,576,237,607
Image22,Icon,206,636,239,667
Image22,Icon,206,478,239,509
Image22,MenuItem,6,113,195,152
Image22,MenuItem,6,157,195,197
Image22,MenuItem,6,201,195,241
Image22,MenuItem,6,252,195,292
Image22,SubmenuItem,0,525,199,565
Image22,MenuItem,6,305,195,345
Image22,MenuItem,6,363,195,403
Image22,MenuItem,6,419,195,458
Image22,MenuItem,6,476,195,516
Image22,MenuItem,6,576,195,616
Image22,MenuItem,6,629,195,669
Image22,Menu,0,57,248,939
Image22,Icon,419,66,450,101
Image22,Icon,261,68,292,101
Image22,Icon,509,68,545,99
Image22,Icon,1875,68,1908,99
Image22,Icon,1798,66,1829,101
Image22,Icon,259,115,290,150
Image22,Icon,623,66,656,101
Image22,Icon,736,66,767,101
Image22,Icon,904,68,937,99
Image22,Icon,363,68,396,99
Image22,Icon,310,66,345,106
Image22,Icon,1008,461,1042,494
Image22,TextLabel,292,117,640,146
Image22,TextLabel,1410,181,1465,226
Image22,TextLabel,1487,177,1571,226
Image22,TextLabel,1589,175,1693,223
Image22,TextLabel,1753,172,1860,228
Image22,TextLabel,312,394,454,423
Image22,TextLabel,310,461,478,494
Image22,TextLabel,312,525,438,549
Image22,TextLabel,521,399,554,416
Image22,TextLabel,521,532,554,549
Image22,TextLabel,523,470,556,487
Image22,TextLabel,1095,390,1277,423
Image22,TextLabel,1359,392,1392,419
Image22,NavigationItem,272,248,463,288
Image22,NavigationItem,478,248,662,288
Image22,NavigationItem,671,248,753,288
Image22,NavigationItem,769,248,1006,288
Image22,SectionTitle,283,321,445,354
Image22,NavigationMenu,250,241,1919,297
Image22,Button,414,62,501,110
Image22,Button,505,59,611,110
Image22,Button,618,62,722,113
Image22,Button,731,62,902,108
Image22,Button,1793,62,1877,110
Image22,VerticalMenu,250,57,1920,113
Image22,Icon,272,166,332,232
Image22,TextLabel,339,172,419,230
Image22,WorkingArea,250,115,1919,937
Image22,Row,270,372,1877,438
Image22,Row,270,438,1877,512
Image22,Row,270,512,1877,567
Image23,Icon,13,13,44,44
Image23,Icon,1693,11,1724,46
Image23,Icon,1631,15,1665,46
Image23,Icon,1751,15,1786,46
Image23,Icon,1866,6,1913,55
Image23,Icon,1811,15,1844,46
Image23,Icon,545,15,578,46
Image23,TextLabel,66,17,199,48
Image23,TextLabel,232,17,279,46
Image23,InputField,540,11,1121,50
Image23,TitleBar,0,0,1917,57
Image23,Icon,13,68,42,101
Image23,Icon,13,117,39,148
Image23,Icon,13,161,42,195
Image23,Icon,13,206,37,237
Image23,Icon,11,527,39,565
Image23,Icon,203,159,237,190
Image23,Icon,203,206,237,237
Image23,Icon,203,252,237,283
Image23,Icon,203,308,237,339
Image23,Icon,203,365,237,396
Image23,Icon,203,421,237,452
Image23,Icon,203,576,237,607
Image23,Icon,206,636,239,667
Image23,Icon,206,478,239,509
Image23,MenuItem,6,113,195,152
Image23,MenuItem,6,157,195,197
Image23,MenuItem,6,201,195,241
Image23,MenuItem,6,252,195,292
Image23,SubmenuItem,0,525,199,565
Image23,MenuItem,6,305,195,345
Image23,MenuItem,6,363,195,403
Image23,MenuItem,6,419,195,458
Image23,MenuItem,6,476,195,516
Image23,MenuItem,6,576,195,616
Image23,MenuItem,6,629,195,669
